TRANSACTION_ID,ORDER_ID,PRODUCT_ID,QUANTITY,PRICE
603,251,71,6,31.75
604,16,97,9,125.59
605,16,408,1,336.21
606,174,32,10,13.03
607,320,397,5,144.56
608,108,68,5,148.9
609,279,406,1,335.04
610,590,428,5,370.54
611,114,477,9,26.05
612,588,58,1,333.77
613,741,149,7,80.12
614,710,263,7,484.37
615,414,449,6,465.61
616,244,406,5,343.61
617,205,94,5,447.54
618,207,398,3,217.77
619,561,54,10,244.33
620,342,433,7,17.62
621,745,474,6,124.15
622,741,341,9,315.18
623,488,397,7,149.18
624,496,201,4,16.23
625,281,332,9,351.8
626,808,290,3,491.18
627,174,41,6,259.4
628,713,184,1,387.7
629,715,184,3,74.12
630,171,462,6,459.68
631,493,269,5,400.56
632,739,330,6,191.1
633,678,8,5,231.49
634,308,27,2,178.58
635,985,362,5,357.5
636,740,187,2,348.31
637,434,225,5,69.33
638,189,267,5,97.21
639,393,441,1,388.8
640,466,306,9,40.83
641,77,373,1,164.62
642,670,463,5,371.85
643,789,11,8,257.34
644,214,466,9,294.26
645,948,203,1,377.05
646,238,76,9,32.44
647,622,55,4,489.23
648,128,274,1,156.3
649,884,76,7,202.24
650,394,29,1,484.78
651,29,381,7,338.53
652,308,323,7,484.54
653,481,144,6,91.91
654,213,235,4,455.87
655,687,305,3,156.78
656,88,189,9,96.52
657,433,258,10,8.85
658,777,386,8,220.55
659,691,309,2,363.07
660,593,291,1,422.65
661,177,476,6,340.31
662,366,329,5,121.97
663,76,228,9,56.98
664,695,151,2,100.62
665,544,57,10,316.49
666,833,100,8,377.42
667,705,4,2,120.31
668,901,87,3,125.17
669,279,194,7,210.86
670,159,96,2,406.87
671,285,416,10,471.64
672,99,325,5,179.24
673,258,490,6,462.27
674,408,268,6,54.02
675,588,356,5,40.38
676,794,52,3,300.37
677,409,23,4,260.75
678,739,386,6,352.96
679,641,395,7,279.18
680,692,188,5,74.69
681,62,52,2,182.8
682,688,319,9,493.97
683,769,138,9,120.7
684,249,77,5,341.45
685,155,279,4,480.82
686,549,231,8,29.59
687,378,459,10,63.75
688,897,308,10,28.34
689,224,182,8,427.79
690,743,351,9,207.63
691,160,400,5,195.85
692,712,166,2,278.46
693,934,440,3,145.67
694,734,37,3,399.72
695,878,297,2,490.54
696,141,350,1,495.65
697,334,482,3,45.45
698,361,85,5,213.29
699,161,168,9,433.87
700,13,319,2,295.21
701,961,304,7,201.54
702,273,492,9,494.45
703,428,423,10,289.9
704,614,309,10,330.06
705,47,184,2,427.82
706,26,65,3,289.31
707,846,95,8,278.1
708,277,445,6,359.22
709,545,193,7,61.57
710,496,230,1,203.57
711,615,11,4,345.67
712,650,113,5,401.29
713,538,308,7,112.54
714,104,316,4,226.2
715,829,362,3,456.71
716,228,135,3,342.17
717,266,415,6,252.98
718,319,230,9,162.93
719,394,365,4,31.76
720,357,87,1,75.18
721,678,250,7,312.61
722,303,27,10,56.78
723,8,496,10,436.97
724,838,155,10,319.49
725,954,229,1,476.06
726,249,436,3,307.63
727,948,476,8,105.51
728,482,371,10,78.88
729,974,446,6,347.86
730,794,355,3,151.69
731,50,437,3,397.15
732,576,206,9,214.33
733,366,291,4,61.65
734,860,66,2,294.7
735,181,259,4,200.93
736,313,328,8,396.4
737,275,378,2,439.75
738,287,399,1,477.87
739,392,398,10,275.43
740,721,287,8,78.07
741,667,23,6,430.65
742,636,20,10,130.81
743,949,257,8,169.23
744,393,61,8,431.2
745,312,449,10,441.9
746,592,342,1,77.97
747,399,399,9,39.52
748,876,451,4,416.56
749,968,260,4,6.1
750,146,148,7,180.9
751,270,246,6,356.68
752,761,193,7,469.81
753,105,392,10,467.52
754,613,448,6,207.59
755,740,467,10,248.9
756,263,207,6,323.39
757,348,117,8,424.65
758,577,101,2,61.34
759,327,103,1,254.25
760,91,406,2,93.72
761,317,295,8,346.13
762,446,86,9,168.79
763,865,205,10,79.63
764,285,262,1,103.78
765,103,295,10,395.71
766,164,127,5,132.11
767,952,462,6,21.32
768,110,323,3,121.86
769,998,196,4,401.98
770,702,225,1,313.64
771,164,76,6,412.1
772,420,401,9,341.48
773,839,87,6,290.81
774,236,126,7,223.79
775,433,481,8,399.29
776,629,420,7,244.29
777,726,236,10,401.23
778,294,175,9,282.42
779,821,353,6,101.27
780,497,139,6,337.56
781,62,274,1,12.27
782,22,417,6,463.31
783,514,86,9,167.37
784,723,200,9,157.81
785,744,110,5,180.2
786,939,200,1,168.1
787,839,167,4,160.04
788,192,218,8,276.46
789,849,193,7,466.47
790,417,411,4,211.31
791,557,312,1,197.73
792,346,406,5,432.49
793,793,352,3,208.44
794,703,491,8,28.9
795,852,423,5,134.47
796,509,351,9,17.96
797,831,94,9,95.91
798,327,472,3,291.05
799,528,182,4,42.84
800,948,482,2,327.84
801,128,15,3,126.12
802,950,90,1,162.08
803,358,17,7,496.63
804,190,178,10,191.0
805,840,386,8,285.07
806,94,17,9,192.71
807,520,6,4,202.78
808,587,21,9,11.37
809,507,279,3,18.27
810,7,161,4,306.0
811,122,492,9,288.3
812,683,156,10,220.83
813,212,5,5,418.58
814,24,132,1,257.06
815,389,339,9,346.07
816,710,494,8,83.73
817,163,462,7,271.5
818,960,146,3,208.5
819,944,320,10,442.74
820,993,419,9,136.35
821,326,497,1,135.05
822,172,434,9,73.53
823,166,404,1,435.35
824,652,315,1,87.62
825,949,480,5,39.47
826,868,157,8,21.49
827,300,109,1,78.88
828,714,434,10,91.49
829,645,85,9,162.33
830,136,127,4,231.1
831,919,80,1,351.92
832,165,189,8,326.34
833,166,367,9,89.39
834,156,154,7,383.59
835,58,400,8,34.63
836,830,310,7,82.38
837,619,115,3,61.94
838,580,110,1,481.74
839,347,110,1,326.36
840,544,172,6,85.79
841,409,39,5,370.56
842,20,357,10,358.36
843,279,98,4,251.06
844,429,212,4,130.77
845,590,226,5,237.74
846,317,308,1,238.67
847,555,436,6,283.47
848,972,83,7,232.23
849,183,44,3,385.78
850,676,225,8,25.93
851,824,147,5,460.68
852,916,36,7,34.18
853,866,316,7,422.09
854,347,264,3,470.23
855,8,124,8,78.56
856,212,107,5,230.25
857,674,262,10,436.96
858,641,349,7,116.25
859,571,195,2,423.23
860,883,40,3,343.32
861,110,84,2,180.3
862,192,355,10,163.94
863,636,480,6,97.7
864,574,326,1,448.92
865,786,183,2,252.22
866,79,189,2,166.78
867,675,189,6,344.12
868,33,490,5,256.15
869,700,394,9,42.43
870,628,156,9,265.67
871,797,107,8,396.7
872,207,231,10,77.53
873,984,325,8,103.59
874,435,422,5,48.6
875,516,128,2,306.63
876,790,213,4,43.44
877,362,376,9,426.57
878,57,335,10,447.33
879,484,280,10,315.29
880,359,135,6,335.95
881,78,470,10,41.69
882,294,272,3,43.99
883,263,465,9,463.17
884,823,80,2,253.16
885,1,319,4,277.88
886,365,102,2,171.11
887,341,222,3,181.61
888,903,43,2,425.98
889,800,444,7,286.6
890,356,342,2,180.03
891,975,388,9,301.82
892,368,379,6,415.48
893,70,201,4,203.58
894,369,270,4,407.49
895,608,154,6,111.93
896,242,327,10,397.59
897,357,46,4,405.29
898,730,35,1,328.36
899,996,261,4,367.08
900,343,377,3,151.09
901,744,246,9,388.65
902,243,229,1,244.61
903,596,425,1,298.41
904,517,221,3,117.52
905,848,478,5,361.9
906,843,75,2,323.82
907,6,314,6,219.96
908,893,280,4,160.29
909,403,20,7,447.52
910,106,76,10,139.46
911,59,19,6,413.1
912,152,218,6,174.77
913,447,252,10,336.84
914,331,409,2,193.56
915,998,203,6,8.96
916,57,198,9,429.15
917,417,258,5,136.03
918,782,156,9,267.1
919,76,325,5,489.07
920,820,241,8,239.5
921,534,147,7,240.15
922,867,323,2,276.31
923,188,226,9,175.92
924,468,144,8,222.06
925,878,34,9,469.85
926,392,80,8,68.72
927,102,215,10,376.24
928,281,131,7,81.37
929,688,281,3,141.08
930,433,234,9,180.44
931,433,297,4,214.24
932,886,420,7,355.33
933,137,327,3,444.77
934,554,143,1,447.32
935,805,494,8,120.55
936,453,400,9,369.2
937,71,442,4,366.93
938,667,192,9,12.94
939,480,329,9,270.48
940,366,345,2,207.05
941,73,382,2,187.49
942,995,227,8,84.74
943,650,178,3,491.85
944,462,45,6,25.96
945,647,53,4,300.73
946,285,60,6,277.3
947,415,366,10,241.8
948,541,85,3,71.87
949,759,149,8,14.07
950,457,211,6,83.05
951,28,68,3,202.74
952,558,135,9,458.32
953,775,329,5,172.4
954,839,455,1,162.32
955,836,448,8,468.81
956,694,481,10,17.05
957,106,48,3,237.25
958,734,114,3,190.75
959,670,298,4,197.04
960,9,142,2,346.02
961,800,442,6,253.99
962,33,327,7,426.16
963,245,478,4,116.52
964,742,422,1,113.98
965,667,67,4,183.06
966,163,227,2,356.38
967,240,79,7,314.18
968,798,338,9,253.98
969,15,401,1,116.55
970,525,64,1,481.22
971,221,273,2,183.8
972,42,213,9,300.88
973,921,385,8,478.47
974,819,486,7,344.15
975,37,268,7,207.2
976,912,374,8,162.2
977,969,220,7,369.8
978,549,86,4,90.9
979,874,278,7,269.18
980,275,46,7,174.97
981,372,229,2,248.41
982,619,306,10,484.67
983,650,424,10,52.09
984,346,289,2,324.58
985,179,465,3,279.43
986,434,79,7,350.67
987,432,494,10,467.71
988,765,149,9,341.37
989,807,351,5,83.56
990,648,456,4,331.37
991,896,326,1,256.8
992,701,301,3,136.12
993,439,398,3,204.36
994,910,256,1,135.67
995,360,25,2,430.06
996,297,493,9,441.99
997,76,161,1,336.97
998,227,223,9,473.27
999,626,183,3,12.9
1000,680,163,10,339.54
